ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Expense Rate,Research and development expense rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Per Share Net profit before tax (Yuan ¥),Total Asset Growth Rate,Debt ratio %,Net worth/Assets,Net profit before tax/Paid-in capital,Total Asset Turnover,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Current Liability,Current Liabilities/Liability,Long-term Liability to Current Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Cash Turnover Rate,Current Liability to Liability,Cash Flow to Total Assets,CFO to Assets,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,Equity to Liability,Cluster_ID,Bankrupt?
0.571150002,0.620148277,0.624176883,1.0602902902902902e-14,0.4248496993987976,2.6265252525252525e-13,0.104464015,0.203278412,0.203278412,0.203278412,0.253852699,0.205317466,0.9679679679679676,0.113795084,0.886204916,0.204072091,0.136431784,1.1456756756756757e-14,2.4913713713713714e-14,0.031774194,1.0881583072100315e-12,0.841219246,0.455586569,0.533343096,0.144189864,1.2382079792746114e-12,0.063697181,0.358676502,7.531767911200807e-13,0.523065789,1.1237284067085955e-12,1.7919e-14,5.723600000000055e-15,1.34516e-14,0.523065789,0.691773428,0.63154283,0.018529378,0,0.839128318,6.029051934826945e-13,0.033033744,5,0
0.465070931,0.53368949,0.516944162,0.24624624624624625,0.002555110220440882,7.505797979797981e-13,0.51533556,0.179469892,0.179469892,0.179469892,0.214900255,0.170520449,0.5675675675675632,0.183420504,0.816579496,0.169542267,0.037481259,0.1091091091091091,1.5296596596596594e-14,0.02,4.85165078369906e-12,0.804444652,0.259962932,0.70201655,0.039685347,1.3912922279792746e-13,0.156716409,0.341929029,1.4376734611503533e-12,0.815194833,1.745269392033543e-13,7.47781e-14,1.7873200000000175e-14,1.1077200000000001e-14,0.815194833,0.6237671,0.572140223,0.034853514,0,0.796315229,5.489921079429791e-12,0.019155337,5,0
0.442499878,0.507195813,0.494940843,1.2593893893893896e-14,0.7114228456913827,2.8992828282828285e-13,0.0,0.170199317,0.170199317,0.170199317,0.206296681,0.163214582,0.7017017017016987,0.114339269,0.885660731,0.162619712,0.133433283,4.5559159159159153e-14,7.178778778778779e-14,0.030645161,7.282208986415883e-13,0.80686766,0.434823203,0.429274778,0.009646615,7.516041450777202e-14,0.070253348,0.327843922,8.960282542885973e-14,0.57546011,1.245841823899371e-12,1.2596999999999999e-14,3.3692000000000343e-15,0.0809,0.57546011,0.642320732,0.51676242,0.025404261,0,0.780904873,9.237455193482784e-13,0.032862358,5,0
0.590113587,0.611753162,0.634991167,0.4794794794794795,0.18236472945891782,0.0,0.086648446,0.203826219,0.203826219,0.203826219,0.245438215,0.19545078,0.6126126126126087,0.022674366,0.977325634,0.194480054,0.115442279,2.1096496496496498e-14,1.3706306306306305e-14,0.022741935,1.2361880877742947e-12,0.873352424,0.500338929,0.528407786,0.372755225,7.71228756476684e-12,0.026157935,0.515897129,9.191432896064582e-13,0.961117994,0.0,1.7519e-14,7.12600000000007e-15,3.43729e-14,0.961117994,0.642770967,0.713684158,0.007584956,0,0.844408117,9.737084521385028e-13,0.159041554,5,0
0.480865792,0.546990842,0.529953424,0.06306306306306306,0.2535070140280561,0.7373737373737373,0.193035732,0.188108381,0.188108381,0.188108381,0.218682046,0.174964224,0.6856856856856826,0.058348702,0.941651298,0.173697308,0.088455772,2.1804104104104104e-14,1.2843043043043043e-13,0.020322581,2.8539738766980147e-13,0.806475438,0.355070845,0.394708525,0.184521773,1.6792175129533678e-12,0.060079325,0.336552518,4.4935832492431884e-13,0.942105407,0.0,1.80249e-14,6.704700000000068e-15,2.3280600000000002e-14,0.942105407,0.651794539,0.556457487,0.023600123,0,0.805229609,7.235476578411479e-13,0.066087491,5,0
0.484960757,0.539576973,0.538786873,3.8406606606606605e-14,3.9316032064128255e-14,0.0,0.071161049,0.168682314,0.168682314,0.168682314,0.217736598,0.171424268,0.7057057057057027,0.039453397,0.960546603,0.170469799,0.061469265,1.0423923923923925e-14,1.4766466466466468e-14,0.016451613,1.1239420062695925e-12,0.835066539,0.38072166,0.429431625,0.213727256,3.0072782383419688e-12,0.038688334,0.360856455,8.240628657921292e-13,0.870456569,0.0,2.91052e-14,1.633040000000016e-14,3.88952e-14,0.870456569,0.692111761,0.592409897,0.013926493,0,0.800956986,6.52332993890027e-14,0.096441088,5,0
0.573441232,0.640263846,0.630172921,1.490890890890891e-14,0.7605210420841684,2.0810202020202022e-13,0.057293248,0.216678606,0.216678606,0.216678606,0.263496265,0.212096106,0.7907907907907886,0.064697524,0.935302476,0.21019531,0.176911544,1.203053053053053e-14,2.741261261261261e-14,0.034354839,8.371422152560083e-13,0.877622489,0.508785069,0.601386245,0.297623428,3.706032227979275e-12,0.043779242,0.381304992,1.2846646821392533e-12,0.619762317,4.1504423480083856e-13,1.4091000000000001e-14,2.303500000000025e-15,1.98027e-14,0.619762317,0.70573801,0.65288653,0.011231663,0,0.854773018,1.3102566191446164e-13,0.059613817,5,0
0.542144006,0.596053205,0.585042026,2.0742842842842844e-14,0.03627254509018036,0.0,0.213786821,0.184610847,0.184610847,0.184610847,0.236172828,0.191458914,0.6926926926926896,0.078332376,0.921667624,0.190475831,0.133433283,2.1784984984984984e-14,4.202762762762763e-14,0.029032258,8.146468129571578e-13,0.848967006,0.604278223,0.618598293,0.286493303,1.9332666321243523e-12,0.081189349,0.371243357,2.4243763874873867e-13,0.964273126,0.0,1.86573e-14,8.804300000000088e-15,2.3962300000000002e-14,0.964273126,0.646384719,0.644128577,0.020396855,0,0.833186683,9.86224032586568e-14,0.049074638,5,0
0.469214644,0.522514174,0.518496708,1.020930930930931e-14,0.2124248496993988,3.687242424242425e-13,0.0,0.176393747,0.176393747,0.176393747,0.210551196,0.166302629,0.6416416416416381,0.120990416,0.879009584,0.165372144,0.101949025,2.05991991991992e-14,2.143033033033033e-14,0.027741935,8.669909090909091e-13,0.783739293,0.375341784,0.415689568,0.088544416,5.275921243523316e-13,0.092010673,0.350592283,3.026393541876892e-13,0.716427608,9.244524109014674e-13,1.57869e-14,4.735000000000049e-15,0.094,0.716427608,0.662123401,0.603759,0.034392501,0,0.789536219,4.519420570264812e-13,0.030883103,5,1
0.55204017,0.628815962,0.60806253,1.3461961961961962e-14,0.8927855711422845,0.0,0.050409961,0.19763179,0.19763179,0.19763179,0.243641864,0.197635008,0.6666666666666633,0.033497597,0.966502403,0.196493477,0.136431784,1.4191791791791792e-14,2.5443743743743743e-14,0.026935484,6.714386624869383e-13,0.851287345,0.435189613,0.465471874,0.127709164,2.1960895336787563e-12,0.031569859,0.429183692,7.55813118062563e-13,0.823712446,0.0,1.31928e-14,2.8411000000000295e-15,1.03116e-14,0.823712446,0.663200862,0.670023496,0.010452019,0,0.852621542,3.0389022403258966e-13,0.112345555,5,0
