ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Expense Rate,Research and development expense rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Per Share Net profit before tax (Yuan ¥),Total Asset Growth Rate,Debt ratio %,Net worth/Assets,Net profit before tax/Paid-in capital,Total Asset Turnover,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Current Liability,Current Liabilities/Liability,Long-term Liability to Current Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Cash Turnover Rate,Current Liability to Liability,Cash Flow to Total Assets,CFO to Assets,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,Equity to Liability,Cluster_ID,Bankrupt?
0.450397309,0.504034017,0.506986455,0.8018018018018018,0.0,4.182232323232323e-13,0.0,0.178753529,0.178753529,0.178753529,0.20487851,0.16072908,0.6726726726726694,0.115609033,0.884390967,0.159716462,0.140929535,1.3847547547547547e-14,1.628098098098098e-14,0.032741935,1.3237905956112853e-12,0.778115712,0.153374891,0.259177395,0.069737919,7.575035233160622e-13,0.050257335,0.342192633,1.1037517658930373e-12,0.403584389,1.7390170859538786e-12,0.65,0.38799999999999385,0.545,0.403584389,0.666103393,0.570384529,0.029918535,0,0.780554329,4.90606517311614e-13,0.032463577,4,0
0.510359284,0.537287396,0.552545639,0.6276276276276276,0.23647294589178355,4.131727272727273e-13,0.732057901,0.194766339,0.194766339,0.194766339,0.234376477,0.177976953,0.5595595595595552,0.128609003,0.871390997,0.176834326,0.287856072,1.2636836836836837e-13,2.1604484484484483e-13,0.06483871,5.322694879832811e-13,0.809457441,0.612446645,0.614336367,0.275644299,1.218638860103627e-12,0.124174052,0.342800793,1.1045560040363269e-13,0.914600608,0.0,0.7010000000000001,0.7559999999999975,0.0981,0.914600608,0.617999599,0.573563511,0.031509132,0,0.799276895,1.04125050916498e-13,0.028857869,4,0
0.548920197,0.586840384,0.588040045,2.2791591591591592e-14,0.0,0.0,0.285049094,0.185032236,0.185032236,0.185032236,0.248841827,0.204187693,0.6926926926926896,0.165220546,0.834779454,0.202782596,0.556221889,1.468908908908909e-14,4.3973793793793793e-13,0.146451613,7.67092998955068e-14,0.831303271,0.512634997,0.838792957,0.058229369,1.8978901554404147e-13,0.168603628,0.359975359,1.0259112008072654e-12,0.973934089,0.0,0.504,0.30699999999999306,0.117,0.973934089,0.643469564,0.667640592,0.031397116,0,0.827921189,3.299536659877834e-13,0.021679963,4,0
0.579973675,0.624781945,0.617538412,0.6816816816816816,0.02214428857715431,3.747848484848485e-13,0.185747545,0.2218617,0.2218617,0.2218617,0.262834452,0.219326655,0.7817817817817796,0.095020709,0.904979291,0.218414901,0.212893553,1.0328228228228228e-14,2.5216616616616616e-14,0.042580645,5.8268277951933125e-12,0.793066658,0.201186009,0.413401414,0.028794703,1.9511512953367876e-13,0.08085137,0.364352071,1.3536581231079718e-12,0.796257314,3.458519916142558e-13,0.743,0.3479999999999934,0.159,0.796257314,0.634921935,0.6386474,0.030372225,0,0.846106942,1.8953212830957422e-12,0.040096534,4,0
0.471798372,0.54273877,0.531559505,1.68997997997998e-14,0.47995991983967934,4.0913232323232323e-13,0.0,0.177868611,0.177868611,0.177868611,0.217074785,0.170972358,0.7077077077077047,0.063216132,0.936783868,0.170002262,0.124437781,2.62987987987988e-14,2.6201001001001002e-14,0.025483871,9.115405433646813e-13,0.794639198,0.276874434,0.313344547,0.032506882,3.6677098445595856e-13,0.048365485,0.3502879,4.912427850655903e-13,0.701286703,0.0,0.9720000000000001,0.9029999999999989,0.296,0.701286703,0.635624633,0.585032645,0.023872527,0,0.802682773,5.819063136456271e-14,0.061035889,4,0
0.497879394,0.578826864,0.550939558,0.10810810810810811,0.005100200400801603,3.7781515151515156e-13,0.045753619,0.262230837,0.262230837,0.262230837,0.254609057,0.213150561,0.8078078078078058,0.155001965,0.844998035,0.211484805,0.322338831,6.084114114114114e-14,1.754862762762763e-12,0.077096774,5.741982236154651e-13,0.777880653,0.431212302,0.493961447,0.009269344,4.150020725388601e-14,0.12261243,0.34001161,3.277042381432896e-13,0.750746759,7.19314360587002e-13,0.559,0.5269999999999953,0.0341,0.750746759,0.636583985,0.561378888,0.038658397,0,0.82148615,1.5325559674134575e-11,0.02335153,4,0
0.58518988,0.641681204,0.62680015,1.1366866866866868e-14,0.48997995991983967,1.0506060606060606e-13,0.175118939,0.222999452,0.222999452,0.222999452,0.287321547,0.243579122,5.67067067067074e-16,0.14983221,0.85016779,0.241444838,0.254872564,5.921541541541541e-14,8.640280280280281e-14,0.059354839,4.912440961337513e-13,0.799880065,0.456611612,0.482986453,0.033987532,1.970421761658031e-13,0.094579424,0.358417434,2.390263370332997e-13,0.595911085,8.367134171907757e-13,0.8160000000000001,0.8219999999999981,0.17400000000000002,0.595911085,0.649968367,0.650729247,0.030458903,0,0.849780378,4.344247454175197e-13,0.024283207,4,0
0.495929411,0.559038378,0.543819262,0.08088088088088088,0.4308617234468938,3.131626262626263e-13,0.223403178,0.190931693,0.190931693,0.190931693,0.223787463,0.179935226,0.5705705705705663,0.057230099,0.942769901,0.178975944,0.226386807,2.080950950950951e-14,5.906586586586587e-14,0.044193548,1.0604632183908046e-12,0.828445545,0.398740936,0.469636265,0.062322221,5.827776165803108e-13,0.05845602,0.387449473,7.418739656912209e-13,0.93350429,0.0,0.6880000000000001,0.06199999999999061,0.28500000000000003,0.93350429,0.648156743,0.655234751,0.019302705,0,0.812921755,7.410600814664027e-14,0.067379229,4,0
0.519280456,0.582642826,0.578938915,0.7847847847847848,0.05781563126252505,6.152131313131313e-13,0.0,0.202857022,0.202857022,0.202857022,0.231729224,0.184830911,0.7257257257257229,0.060313813,0.939686187,0.183854913,0.185907046,1.7366766766766768e-14,1.9385685685685687e-14,0.033870968,3.867938975966562e-12,0.813648542,0.274657908,0.399451893,0.019150179,1.9553699481865285e-13,0.053494182,0.353830001,1.2601744702320888e-12,0.812210549,0.0,0.805,0.5689999999999956,0.117,0.812210549,0.647400605,0.591358804,0.020752151,0,0.824036421,9.255062118126367e-13,0.063970147,4,0
0.588992346,0.629851723,0.62503346,0.7767767767767768,0.5651302605210421,1.3223545454545455e-12,0.194857779,0.197589651,0.197589651,0.197589651,0.252623617,0.20810424,0.9739739739739737,0.104785803,0.895214197,0.207194028,0.299850075,2.517037037037037e-14,4.2481981981981984e-14,0.057580645,2.6498081504702196e-12,0.805788616,0.40846975,0.534099689,0.264315695,1.398881139896373e-12,0.103650037,0.360378542,6.840962663975783e-13,0.931159116,0.0,0.732,0.5839999999999957,1.11968e-14,0.931159116,0.643053558,0.632277108,0.030211435,0,0.844837074,5.542798370672154e-13,0.036122475,4,0
