ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Expense Rate,Research and development expense rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Per Share Net profit before tax (Yuan ¥),Total Asset Growth Rate,Debt ratio %,Net worth/Assets,Net profit before tax/Paid-in capital,Total Asset Turnover,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Current Liability,Current Liabilities/Liability,Long-term Liability to Current Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Cash Turnover Rate,Current Liability to Liability,Cash Flow to Total Assets,CFO to Assets,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,Equity to Liability,Cluster_ID,Bankrupt?
0.476332082,0.534507196,0.526580652,1.7814314314314315e-14,0.02635270541082164,2.9396868686868687e-13,0.0,0.174918882,0.174918882,0.174918882,0.214805711,0.169993221,0.638638638638635,0.115095081,0.884904919,0.168999321,0.070464768,0.8278278278278278,0.9469469469469469,0.021290323,8.132601880877742e-13,0.755785896,0.231111521,0.301147287,0.019118704,1.188438341968912e-13,0.088177883,0.352662756,4.4872674066599394e-13,0.72076248,6.981524109014675e-13,1.66572e-14,3.128100000000033e-15,0.29200000000000004,0.72076248,0.635830435,0.609689445,0.045315456,0,0.796530771,4.585244399185382e-14,0.032626481,3,0
0.474918344,0.53368949,0.529739279,1.411021021021021e-14,0.7434869739478958,1.4142828282828282e-13,0.0,0.176351608,0.176351608,0.176351608,0.214616621,0.169993221,0.636636636636633,0.089246304,0.910753696,0.168984239,0.070464768,0.3483483483483483,0.8258258258258259,0.019677419,1.4164352142110762e-12,0.790928956,0.204896475,0.435557199,0.032718875,1.9917575129533678e-13,0.090050943,0.344861066,1.3186127144298688e-12,0.943968239,1.213772536687631e-13,2.4893e-14,1.7274000000000178e-15,0.506,0.943968239,0.65060025,0.576953451,0.03213287,0,0.796865414,3.2136344195519677e-13,0.04284071,3,0
0.573879979,0.614751417,0.635205311,0.16316316316316315,0.010721442885771542,5.546010101010101e-13,0.023686608,0.23252286,0.23252286,0.23252286,0.262078094,0.212397379,1.0318318318318436e-15,0.124134595,0.875865405,0.208913355,0.053973013,1.2566066066066066e-14,0.3713713713713714,0.019354839,1.8198141797283176e-11,0.757458741,0.241130982,0.259739495,0.178137294,1.3254446632124353e-12,0.073588029,0.360642904,1.9352875882946517e-13,0.556052078,2.3462541928721172e-12,2.35791e-14,1.2467200000000125e-14,4.34664e-14,0.556052078,0.688009274,0.645362153,0.043723375,0,0.832858821,1.3565587067209914e-11,0.030017443,3,0
0.430702481,0.484354557,0.482681086,5.2308408408408414e-14,0.14128256513026052,6.071313131313132e-13,0.0,0.161223716,0.161223716,0.161223716,0.20090763,0.156435942,0.548548548548544,0.139795024,0.860204976,0.155448307,0.067466267,0.3963963963963964,0.9009009009009009,0.022419355,1.277076907001045e-12,0.746596407,0.269864737,0.405441611,0.026644177,1.1210259067357513e-13,0.130504102,0.340589546,5.595703329969727e-13,0.885995717,6.226551362683438e-14,2.22907e-14,5.072100000000052e-15,0.399,0.885995717,0.637808624,0.564298718,0.050053751,0,0.762572121,7.761344195519427e-14,0.026277723,3,0
0.49027446,0.538541212,0.538947481,1.2015115115115116e-14,0.40781563126252507,3.182141414141414e-13,0.049701387,0.199190932,0.199190932,0.199190932,0.218492956,0.17172554,0.6166166166166127,0.120506696,0.879493304,0.17065078,0.065967016,1.2451351351351351e-14,1.8779879879879878e-14,0.021129032,1.135607314524556e-12,0.768086366,0.186721594,0.227526107,0.026527695,2.7973927461139895e-13,0.051782344,0.346729248,4.643785065590313e-13,0.399252503,3.37329465408805e-12,1.3235800000000001e-14,1.2661000000000132e-15,0.433,0.399252503,0.634481438,0.588438925,0.035027521,0,0.798300595,9.208037678207836e-13,0.031018534,3,0
0.476185833,0.519733973,0.51126934,1.784894894894895e-14,0.4559118236472946,4.4852929292929295e-13,0.0,0.152374531,0.152374531,0.152374531,0.209416659,0.17006854,0.5875875875875834,0.162771714,0.837228286,0.169097353,0.076461769,0.04934934934934935,0.7417417417417418,0.027096774,1.8530242424242423e-12,0.751888756,0.253560482,0.413557284,0.020511436,8.862818652849741e-14,0.127062917,0.339717513,6.675182643794147e-13,0.74159104,8.749837526205452e-13,2.08756e-14,2.9566000000000307e-15,0.28300000000000003,0.74159104,0.636340909,0.559680309,0.047784608,0,0.78493782,7.202281059063209e-14,0.022063246,3,0
0.468775898,0.45142826,0.503346004,0.7327327327327328,0.0,3.293262626262626e-13,0.0,0.156630568,0.156630568,0.156630568,0.18663137,0.142351435,0.5115115115115066,0.192066995,0.807933005,0.142394993,0.050974513,0.7417417417417418,0.4314314314314314,0.022580645,2.739621734587252e-12,0.779778748,0.242055947,0.335150413,0.097412269,7.435486010362695e-13,0.071720821,0.345408602,7.135293642785066e-13,0.348700717,4.109086268343816e-12,2.43026e-14,7.89840000000008e-15,1.9065299999999998e-14,0.348700717,0.60708246,0.593982242,0.033155605,0,0.741395798,2.683239307535669e-13,0.018117464,3,0
0.504070589,0.539140863,0.56041544,2.984094094094094e-14,2.0823346693386774e-14,3.858969696969697e-13,0.0,0.162235051,0.162235051,0.162235051,0.215656613,0.170595767,0.7407407407407381,0.141518276,0.858481724,0.169504562,0.056971514,0.6386386386386387,0.46146146146146144,0.021129032,1.8167101358411706e-12,0.761049303,0.268057312,0.343831912,0.063513068,3.651266321243524e-13,0.095383707,0.343474388,4.5293582240161456e-13,0.636328171,1.6575646750524108e-12,2.5855000000000004e-14,1.0572300000000103e-14,1.2852e-14,0.636328171,0.657878683,0.57752938,0.043022618,0,0.797366168,7.297627291242436e-14,0.025920184,3,0
0.496319407,0.554132141,0.546388993,1.051031031031031e-14,0.0,5.950090909090909e-13,0.0,0.20256205,0.20256205,0.20256205,0.223692919,0.178654817,0.7647647647647624,0.133234574,0.866765426,0.177369731,0.047976012,1.0328228228228228e-14,0.8098098098098098,0.018387097,1.9421814002089864e-12,0.752338294,0.058013931,0.111228374,0.018207277,2.9334404145077717e-13,0.033727399,0.342643116,8.117095862764883e-13,0.230480393,5.136203668763103e-12,0.9600000000000001,0.5189999999999951,0.444,0.230480393,0.648617373,0.573194817,0.045559964,0,0.806582438,1.1659724949083624e-11,0.027742998,3,0
0.511236777,0.561218927,0.570854971,2.087017017017017e-14,1.544739478957916e-14,3.323565656565657e-13,0.0,0.167923813,0.167923813,0.167923813,0.220194762,0.174436996,0.8778778778778766,0.066723101,0.933276899,0.173275017,0.062968516,2.1364264264264266e-14,0.4394394394394394,0.017096774,2.2396957157784744e-12,0.792200351,0.263050744,0.282753597,0.05866499,7.663944041450777e-13,0.041706527,0.348122475,3.636157416750757e-13,0.572833211,1.1522914046121593e-12,2.0365600000000003e-14,9.502000000000095e-15,1.14902e-14,0.572833211,0.624438488,0.581255772,0.02278061,0,0.811256995,3.134273930753596e-13,0.057804997,3,0
