ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Expense Rate,Research and development expense rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Per Share Net profit before tax (Yuan ¥),Total Asset Growth Rate,Debt ratio %,Net worth/Assets,Net profit before tax/Paid-in capital,Total Asset Turnover,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Current Liability,Current Liabilities/Liability,Long-term Liability to Current Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Cash Turnover Rate,Current Liability to Liability,Cash Flow to Total Assets,CFO to Assets,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,Equity to Liability,Cluster_ID,Bankrupt?
0.522741676,0.579535543,0.575566144,3.033863863863864e-14,3.32935871743487e-14,0.0,0.0,0.229109603,0.229109603,0.229109603,0.236172828,0.189350004,0.8138138138138119,0.043837107,0.956162893,0.18673554,0.127436282,0.7897897897897898,2.9464794794794796e-13,0.025483871,9.998202716823406e-14,0.945411246,0.804115155,0.864584141,0.371260615,4.168965803108808e-12,0.048598866,0.407815245,9.57863773965691e-13,0.994140787,0.0,2.97053e-14,1.8176500000000177e-14,3.44965e-14,0.994140787,0.654738832,0.666422887,0.0086253,0,0.822099152,2.197168024439941e-13,0.087299894,7,0
0.504704334,0.549171391,0.535949462,2.703973973973974e-14,2.262675350701403e-14,0.6666666666666667,0.5917603,0.179469892,0.179469892,0.179469892,0.219532949,0.181140318,0.6136136136136098,0.052453366,0.947546634,0.17868939,0.098950525,0.7807807807807808,3.2031931931931934e-14,0.023064516,6.002862068965517e-13,0.816290754,0.311010238,0.392888444,0.218175951,2.454052953367876e-12,0.048516714,0.377208185,9.667167507568112e-13,0.839703257,0.0,1.49869e-14,2.2008000000000227e-15,2.33525e-14,0.839703257,0.669455804,0.629891349,0.019123997,0,0.806820093,9.868635437881974e-14,0.073415642,7,0
0.530785356,0.598288269,0.589378446,1.691141141141141e-14,1.3014629258517035e-14,2.0002020202020202e-13,0.006275939,0.18692849,0.18692849,0.18692849,0.240143708,0.191007005,0.7997997997997978,0.120355534,0.879644466,0.189902722,0.154422789,0.6466466466466466,3.665115115115115e-14,0.036612903,1.586057053291536e-12,0.825815116,0.482239037,0.677034243,0.047580235,2.0882466321243523e-13,0.12508749,0.359970573,8.544266397578203e-13,0.983535547,0.0,1.86149e-14,3.4753000000000366e-15,0.363,0.983535547,0.66102102,0.640346789,0.02880514,0,0.83149302,1.9195631364562312e-13,0.031060842,7,0
0.475698338,0.537887048,0.525670539,1.768698698698699e-14,1.1228256513026053e-14,3.343767676767677e-13,0.054054054,0.198685264,0.198685264,0.198685264,0.215562069,0.171800859,0.6666666666666633,0.068023098,0.931976902,0.170824221,0.113943028,0.6976976976976977,2.551951951951952e-14,0.024677419,7.226745036572623e-13,0.873308947,0.544181731,0.675093268,0.214871201,1.6509446632124352e-12,0.071247161,0.341970044,1.0695103935418768e-12,0.967291993,0.0,2.4040800000000002e-14,9.749500000000096e-15,2.08825e-14,0.967291993,0.639973776,0.567553274,0.016371035,0,0.799245439,9.477240325865677e-14,0.056675298,7,0
0.497343148,0.55484082,0.54317683,2.6275775775775776e-14,1.6655310621242485e-14,4.707545454545455e-13,0.249519182,0.181366146,0.181366146,0.181366146,0.222747471,0.178730135,0.5895895895895854,0.09879977,0.90120023,0.177754317,0.127436282,0.7557557557557557,3.5136636636636634e-14,0.03,5.776595611285267e-13,0.786988949,0.272261521,0.434649291,0.052937483,3.0816922279792747e-13,0.094189226,0.344848884,9.160559031281534e-13,0.894976368,0.0,1.2419300000000002e-14,0.07879999999999077,0.433,0.894976368,0.628805564,0.578181105,0.033685347,0,0.809912381,2.3151731160896365e-14,0.03847061,7,0
0.438989909,0.475741387,0.481449756,4.8303403403403404e-14,1.0275551102204408e-14,3.182141414141414e-13,0.0,0.182546037,0.182546037,0.182546037,0.202420346,0.160352489,0.9939939939939939,0.019137165,0.980862835,0.162800694,0.04047976,0.7917917917917918,0.46146146146146144,0.013548387,9.797043887147336e-13,0.873803068,0.476043644,0.520951439,0.365452491,8.44753792746114e-12,0.023363221,0.319958444,1.3579349142280525e-12,0.989698298,0.0,6.37021e-14,4.890910000000049e-14,1.1710030000000002e-13,0.989698298,0.731335572,0.549214115,0.00685696,0,0.768426727,6.818818737270945e-14,0.183540078,7,0
0.475357091,0.544537724,0.527811981,2.6009509509509508e-14,1.6502204408817635e-14,1.404181818181818e-13,0.0,0.17462391,0.17462391,0.17462391,0.21698024,0.172478723,0.7187187187187158,0.058197539,0.941802461,0.171442576,0.058470765,0.4574574574574575,1.1813213213213213e-14,0.016451613,1.7796081504702195e-12,0.896473628,0.550534285,0.597148867,0.335985606,8.48484279792746e-12,0.021344517,0.366615691,1.5940588294651867e-12,0.329917397,7.199010482180294e-13,4.3694300000000003e-14,3.089260000000031e-14,6.52178e-14,0.329917397,0.589954632,0.615645264,0.005424032,0,0.803598119,3.8098981670061486e-14,0.066278573,7,0
0.481840784,0.545300916,0.539322234,3.628828828828829e-14,1.4817935871743485e-14,3.0104040404040407e-13,0.0,0.166111837,0.166111837,0.166111837,0.21698024,0.17172554,0.5845845845845804,0.049611513,0.950388487,0.17073373,0.074962519,0.4364364364364364,2.0445845845845848e-14,0.019193548,3.7543688610240337e-13,0.881462229,0.452029213,0.565772319,0.090295504,1.7148984455958552e-12,0.028539162,0.365375263,2.2819413723511603e-12,0.517378006,0.06855345911949685,2.95088e-14,1.3979200000000138e-14,1.2686300000000001e-14,0.517378006,0.656058439,0.606521981,0.007729624,0,0.804606713,3.269837067209809e-14,0.07752389,7,0
0.472578365,0.538323157,0.527704909,1.1181681681681682e-14,0.35070140280561124,2.2325454545454546e-13,0.0,0.179849142,0.179849142,0.179849142,0.217452964,0.171198313,0.06176176176175236,0.112071832,0.887928168,0.170115376,0.11994003,0.8508508508508509,2.58980980980981e-14,0.031129032,1.0724855799373042e-12,0.818192419,0.372966994,0.530272294,0.059508088,3.682829015544041e-13,0.088569171,0.34924303,9.690782038345106e-13,0.7431541,1.7092379454926623e-13,1.69594e-14,2.140900000000022e-15,0.531,0.7431541,0.653751031,0.596028979,0.025977794,0,0.799600558,3.918736252545865e-13,0.033583623,7,0
0.415151367,0.47710423,0.463033353,1.5476076076076077e-14,0.02635270541082164,2.2931616161616164e-13,0.0,0.163962749,0.163962749,0.163962749,0.199489458,0.157866988,0.07027027027026096,0.125071802,0.874928198,0.156835834,0.097451274,0.9219219219219219,4.7934234234234233e-14,0.025,6.023977011494253e-13,0.859851013,0.695970681,0.767659064,0.067344378,3.220632124352332e-13,0.114757345,0.315981237,4.368602421796166e-13,0.867919183,1.7248312368972746e-13,3.26837e-14,2.01646000000002e-14,0.771,0.867919183,0.628055687,0.464160526,0.023285356,0,0.764959172,4.159806517311652e-14,0.029771992,7,0
0.50402184,0.570976886,0.554526474,2.3462962962962963e-14,1.7573947895791585e-14,0.0,0.117420792,0.195019173,0.195019173,0.195019173,0.227947433,0.182119455,0.6906906906906876,0.047555703,0.952444297,0.181155267,0.07946027,0.8928928928928929,2.7942742742742744e-14,0.019032258,9.939274817136886e-13,0.934939165,0.736647145,0.786761375,0.531692143,7.936207668393781e-12,0.036443041,0.360925384,1.0950359233097881e-12,0.689629024,0.0,4.14138e-14,2.937910000000029e-14,7.45913e-14,0.689629024,0.711913433,0.597656745,0.007072215,0,0.818917845,7.492678207739384e-14,0.080762063,7,0
0.475064593,0.540449193,0.526634188,1.3427227227227228e-14,0.45390781563126253,3.5256060606060604e-13,0.184431623,0.180228393,0.180228393,0.180228393,0.217452964,0.173156587,0.6626626626626593,0.11860205,0.88139795,0.171962899,0.109445277,0.7177177177177178,2.1657457457457457e-14,0.028548387,1.1111475444096135e-12,0.810519539,0.358973011,0.549092728,0.050031668,2.6658300518134715e-13,0.102949982,0.348107406,9.89794248234107e-13,0.819029862,6.390230607966456e-14,1.99111e-14,3.1809000000000324e-15,0.5,0.819029862,0.619319642,0.593402434,0.029189144,0,0.80099289,3.814587576374784e-13,0.031568624,7,0
0.438112417,0.49591147,0.487981155,1.793003003003003e-14,0.010220440881763528,8.849373737373738e-13,0.0,0.158105432,0.158105432,0.158105432,0.199678548,0.156586578,0.551551551551547,0.175953079,0.824046921,0.155591584,0.046476762,0.997997997997998,1.612952952952953e-14,0.020483871,1.5739610240334377e-12,0.701891227,0.336634808,0.382161917,0.007098153,2.2487461139896372e-14,0.173474004,0.343580592,1.7110565085771948e-13,0.941873391,0.7337526205450734,3.19469e-14,1.8686800000000185e-14,0.158,0.941873391,0.641181004,0.58120224,0.070574201,0,0.766548104,1.2410966395112144e-12,0.020128788,7,1
0.463169697,0.546445704,0.540285883,3.333663663663664e-14,2.8121743486973946e-14,9.112020202020202e-13,0.0,0.161181577,0.161181577,0.161181577,0.216507516,0.167959629,5.929429429429489e-15,0.103304411,0.896695589,0.167378026,0.148425787,0.91991991991992,9.397537537537537e-14,0.030967742,1.3121724137931036e-13,0.856957774,0.557571391,0.737071167,0.234546315,1.184901347150259e-12,0.108608733,0.304957249,9.280036326942482e-13,0.989949704,0.0,2.72226e-14,1.0907300000000108e-14,2.34978e-14,0.989949704,0.642130272,0.443710045,0.022944634,0,0.801735472,1.5451629327902398e-14,0.036680343,7,0
0.56690879,0.611480593,0.615825258,3.0905805805805804e-14,3.490981963927856e-14,0.0,0.069035327,0.215203742,0.215203742,0.215203742,0.246572752,0.198463508,0.915915915915915,0.052423134,0.947576866,0.196425609,0.157421289,0.6296296296296297,2.3293163163163165e-13,0.029354839,1.671899686520376e-13,0.931439643,0.766444813,0.843119994,0.64618197,6.1239994818652855e-12,0.057671469,0.429056065,9.338981836528757e-13,1.0,0.0,2.4465000000000003e-14,1.2741600000000126e-14,5.1224599999999994e-14,1.0,0.791002085,0.722522292,0.010543086,0,0.83736018,1.51738492871692e-13,0.073440476,7,0
0.498220641,0.549716529,0.54901226,2.8104604604604602e-14,2.844498997995992e-14,0.0,0.084320275,0.184442291,0.184442291,0.184442291,0.221707478,0.174738269,0.7507507507507483,0.047071984,0.952928016,0.173290099,0.097451274,0.9769769769769769,3.8998598598598596e-14,0.021290323,7.761425287356323e-13,0.869521867,0.495523045,0.552301959,0.292832689,4.21716414507772e-12,0.037789114,0.39113266,1.0114548940464177e-12,0.721976341,0.0,2.3927000000000002e-14,1.196640000000012e-14,3.45523e-14,0.721976341,0.695948358,0.646258692,0.010545619,0,0.806402865,6.037434826883972e-13,0.081530778,7,0
0.480768293,0.546282163,0.530488784,0.27927927927927926,0.04759519038076152,3.697343434343434e-13,0.18605122,0.229488854,0.229488854,0.229488854,0.227663799,0.181742864,0.7297297297297269,0.186685612,0.813314388,0.180665108,0.368815592,0.8878878878878879,5.412858858858858e-13,0.11016129,6.528036572622779e-13,0.809538137,0.182040366,0.720805888,0.022623609,7.928424870466322e-14,0.156775565,0.343813043,1.7335954591321897e-12,0.801181092,5.648497903563941e-13,0.0718,0.1299999999999913,0.0701,0.801181092,0.6480674,0.583592319,0.033958824,0,0.802124199,1.3757172097759815e-12,0.018749597,7,0
0.418173841,0.45813345,0.457840355,4.4564664664664665e-14,3.006122244488978e-14,0.23232323232323232,0.0,0.159875269,0.159875269,0.159875269,0.200623995,0.159373352,0.5715715715715672,0.061039393,0.938960607,0.158630571,0.124437781,0.45545545545545546,1.952960960960961e-13,0.025322581,4.47282131661442e-14,0.913399138,0.598621737,0.799746489,0.284120861,2.406799896373057e-12,0.064578258,0.348577834,1.7351418768920281e-12,0.971316273,0.0,2.42078e-14,8.402900000000081e-15,2.3498900000000003e-14,0.971316273,0.655363732,0.580854335,0.012483837,0,0.751323935,3.606578411405332e-14,0.063212213,7,0
0.574952469,0.629633668,0.616307083,1.7675375375375375e-14,0.3016032064128256,5.889474747474748e-13,0.177852009,0.29623699,0.29623699,0.29623699,0.309634112,0.262032086,0.6966966966966937,0.087341657,0.912658343,0.261171857,0.115442279,0.5435435435435435,3.521231231231231e-14,0.028064516,5.234404388714734e-13,0.85460449,0.524945131,0.640653004,0.393845023,2.6430532642487046e-12,0.081641289,0.386614904,8.3686175580222e-13,0.872985265,0.16142557651991615,2.28035e-14,9.07030000000009e-15,3.8359800000000005e-14,0.872985265,0.760495037,0.697116539,0.019802634,0,0.851407797,3.696374745417553e-14,0.043829576,7,0
0.585482377,0.640209333,0.649820654,1.8184684684684682e-14,0.5390781563126252,3.1518282828282826e-13,0.0,0.165648308,0.165648308,0.165648308,0.244020043,0.193341869,1.2082082082082203e-15,0.14826012,0.85173988,0.192376141,0.130434783,0.7667667667667668,1.4084984984984986e-14,0.036290323,1.6008263322884013e-12,0.733141762,0.326364112,0.425978873,0.166700253,6.029159585492228e-13,0.151893889,0.359039286,3.710303733602422e-13,0.975325889,8.166289308176101e-14,1.55843e-14,2.2426000000000227e-15,1.70759e-14,0.975325889,0.64271163,0.652826941,0.055498942,0,0.847457724,5.569775967413499e-14,0.024581323,7,0
0.469458392,0.535324902,0.521119974,2.5199299299299298e-14,2.6267434869739478e-14,0.0,0.035327462,0.1865071,0.1865071,0.1865071,0.215940248,0.171198313,0.5845845845845804,0.057955679,0.942044321,0.170198326,0.142428786,0.9529529529529529,4.0217817817817823e-13,0.028387097,9.281797283176594e-14,0.944978673,0.804281853,0.907792537,0.613862176,5.3843786528497416e-12,0.062351161,0.339228997,1.0900492431886983e-12,0.984705771,0.0,2.43923e-14,1.2078000000000121e-14,4.5095900000000005e-14,0.984705771,0.610600372,0.561757672,0.010587505,0,0.798769013,6.557291242362593e-14,0.066558152,7,0
0.491736947,0.547099869,0.542213181,1.2454954954954955e-14,0.45791583166332667,2.838666666666667e-13,0.258123292,0.201845687,0.201845687,0.201845687,0.223976553,0.178052271,0.647647647647644,0.126099707,0.873900293,0.177068094,0.107946027,0.950950950950951,1.7341141141141142e-14,0.029354839,1.6854455590386624e-12,0.790032833,0.313402184,0.421226841,0.034014107,2.151296373056995e-13,0.086655363,0.348820689,6.927231079717457e-13,0.647015539,5.376831236897275e-13,1.52429e-14,1.6138000000000169e-15,0.34500000000000003,0.647015539,0.646742032,0.598086811,0.031960877,0,0.804042747,1.9531270875763944e-12,0.02950426,7,0
0.398430264,0.404546446,0.444402805,1.9376876876876877e-14,2.1657014028056113e-14,0.0,0.0,0.162909275,0.162909275,0.162909275,0.195896757,0.152142803,3.9679879879880274e-14,0.113825317,0.886174683,0.154151271,0.209895052,0.982982982982983,1.1093783783783784e-13,0.043870968,2.40826750261233e-13,0.896134841,0.627153878,0.918733312,0.380182973,1.7323086010362696e-12,0.120468379,0.30754302,1.3113996972754794e-12,1.0,0.0,3.04185e-14,1.097680000000011e-14,3.40191e-14,1.0,0.788929449,0.441511014,0.02041423,0,0.753061253,9.170061099796428e-15,0.033021621,7,0
0.535075318,0.591365024,0.584720809,2.6356756756756757e-14,1.1925851703406813e-14,3.6064242424242424e-13,0.000708574,0.179301336,0.179301336,0.179301336,0.233620119,0.189801913,0.8588588588588574,0.162681017,0.837318983,0.188711259,0.115442279,0.6526526526526526,1.681111111111111e-14,0.037258065,3.8467565308254964e-13,0.815846545,0.443682725,0.549414253,0.148070748,8.364627979274613e-13,0.097076712,0.354316843,6.359843592330979e-13,0.563738844,1.293186897274633e-12,2.11564e-14,7.456200000000076e-15,1.5649500000000003e-14,0.563738844,0.698123948,0.636362766,0.027498281,0,0.825251905,7.013615071283167e-14,0.022080095,7,0
0.535172817,0.60254034,0.589753199,1.0927027027027027e-14,0.6412825651302605,3.99030303030303e-13,0.065796133,0.196156926,0.196156926,0.196156926,0.242034603,0.194697597,0.6836836836836805,0.076820752,0.923179248,0.192338436,0.149925037,0.963963963963964,2.983583583583584e-14,0.031612903,8.610032392894461e-13,0.865854448,0.551783009,0.665844301,0.343345229,2.449636062176166e-12,0.076764305,0.372612425,8.863408678102927e-13,0.928242254,0.0,1.77748e-14,5.10180000000005e-15,2.5532700000000002e-14,0.928242254,0.669403177,0.646183561,0.017900502,0,0.836368374,2.2106843177189633e-13,0.050061018,7,0
0.545751475,0.604829917,0.591894641,2.7005005005005007e-14,1.9445390781563126e-14,0.0,0.166008705,0.199485905,0.199485905,0.199485905,0.233525574,0.189651277,2.8056056056056348e-15,0.019106932,0.980893068,0.187082422,0.073463268,0.7247247247247247,2.87e-14,0.017580645,1.007021421107628e-12,0.912018794,0.615735592,0.651518776,0.483768598,1.2641406010362696e-11,0.020611699,0.351268394,1.4579519677093846e-12,0.874200522,0.0,4.67796e-14,3.4852900000000347e-14,9.203080000000001e-14,0.874200522,0.815821265,0.572383123,0.004774688,0,0.829857298,1.2929195519348403e-13,0.18367136,7,0
0.46516843,0.54143044,0.515819905,1.8358258258258256e-14,0.0969939879759519,1.7072424242424244e-13,0.016398421,0.176351608,0.176351608,0.176351608,0.213292994,0.17300595,0.6646646646646612,0.156362427,0.843637573,0.171879949,0.011994003,0.6966966966966966,0.0983983983983984,0.011612903,2.6189269070010454e-11,0.712999483,0.180263578,0.196517643,0.004548787,2.3989533678756477e-14,0.1040178,0.339569336,1.1373229061553985e-13,0.629432221,0.0,7.113230000000001e-14,5.6178600000000555e-14,0.42100000000000004,0.629432221,0.639714307,0.559117391,0.081103512,0,0.800896817,8.432876782077479e-13,0.023120558,7,0
0.535904061,0.555058875,0.57968842,2.2154954954954954e-14,1.2521242484969939e-14,3.8185656565656563e-13,0.0,0.171168514,0.171168514,0.171168514,0.223598374,0.176922498,0.5915915915915875,0.170994951,0.829005049,0.175944499,0.109445277,0.6026026026026026,1.3251951951951952e-14,0.039193548,3.946707419017764e-13,0.788924531,0.354388164,0.516944786,0.036435283,1.7050051813471503e-13,0.117288515,0.350791096,7.516954591321897e-13,0.650711817,9.983337526205451e-13,1.7802200000000002e-14,2.4011000000000255e-15,0.34800000000000003,0.650711817,0.644316783,0.620500739,0.03533815,0,0.807428167,5.5313747454175724e-14,0.020823413,7,0
